text,label,split
sebi listing obligations disclosure requirements regulation fines fluid power equipment percentage turnover nic code products services sold,0,train
principle 8 inclusive growth equitable development csr social impact assessment 9 consumer value responsible privacy cyber product recalls complaints,0,train
integrated reporting framework capitals investors materiality connectivity voluntary carbon market high quality removal reduction nature technology credit,1,train
supplier code of conduct assessment corrective action plan improvement programme product sustainability eco design recyclability end of life take back scheme packaging reduction climate resilience adaptation mitigation physical risk chronic acute transition market,1,train
mobile gaming leaderboard score rank achievement badge clan guild multiplayer,2,val
gardening tips seasonal planting watering pruning fertiliser control soil pet care veterinary appointment vaccination flea worming grooming diet nutrition wedding planning venue catering florist guest list invitation seating,2,train
minimum wages paid employees workers equal more than minimum wage permanent other than remuneration salary wages median board directors employees male female,0,train
brsr mandatory filing sebi regulation 34 annual report section c performance disclosures national international codes certifications iso bis bee ce fm ul star rating products,0,train
news article breaking event location emergency services response investigation music playlist favourite songs artist genre pop rock jazz classical shuffle fitness workout plan exercise sets repetitions rest interval calories heart,2,train
energy consumption renewable electricity fuel intensity gj turnover withdrawal third party consumption kilolitres,0,train
walkthrough level cheat code achievement unlock boss fight guide zodiac sign personality traits prediction career finance weekly,2,train
esg rating msci sustainalytics cdp a-list water security climate change forests disclosure integrated thinking value creation six capitals financial intellectual human social board oversight esg committee non-executive director expertise,1,train
markets served states territories countries percentage total turnover customers permanent than permanent male differently abled categories turnover rate permanent employees workers year male female total percentage,0,train
responsible raw materials conflict minerals sustainable forestry trade rainforest task climate financial tcfd physical transition risks opportunities scenario,1,train
car insurance renewal premium no claim bonus comprehensive coverage garage repair cryptocurrency bitcoin blockchain wallet private exchange price chart loan application credit score income verification rate emi,2,train
grocery list milk bread eggs butter vegetables fruits snacks subscription streaming service shows episodes seasons watch list recommend,2,train
bill units consumed tariff rate fixed charges surcharge date payment newspaper article journalist reporter editor laboratory test sugar cholesterol creatinine normal range,2,train
safety lost time injury frequency recordable fatalities board independence gender age nationality matrix experience expertise committees executive pay ratio ceo median employee sustainability linked incentives,1,train
password reset click link enter new confirm verification email notification shipping label sender recipient weight dimensions fragile handle customs birthday party invitation cake decorations games goodie bags venue rsvp children,2,train
supply chain sustainability esg compliance suppliers dealers annual assessment percentage,0,val
menu appetizers main course dessert price special promotion vehicle service oil change tyre rotation inspection filter mileage,2,train
employee training development upskilling reskilling capability performance safety ltifr lost injury frequency recordable incidents near miss fatalities consequence,1,train
vehicle service schedule oil tyre rotation brake inspection filter game walkthrough cheat code achievement unlock boss strategy guide,2,train
governance board esg committee non-executive director expertise ghg scope 1 2 3 inventory verification third party assurance reasonable,1,train
laboratory test blood sugar cholesterol creatinine report normal university entrance merit counselling seat allotment fees,2,train
furniture assembly instruction parts list screws bolts allen diagram step component flight booking seat selection allowance meal check-in boarding gym membership pricing personal schedule locker room parking sauna,2,train
safety ltifr lost time injury frequency recordable incidents near miss fatalities consequence board diversity independence age nationality matrix experience expertise committees,1,train
research paper methodology results discussion conclusion references peer journal online shopping cart checkout payment gateway credit card address confirmation article breaking event location witnesses emergency services response investigation,2,train
environmental assessment lifecycle analysis cradle to gate product footprint water watershed conservation zero liquid discharge recycled water effluent treatment,1,train
sebi notification cfd-sec-2 brsr core assurance standalone reporting boundary section general disclosures number cin paid-up capital bse nse stock exchange ngrbc principles essential indicators leadership compliance transparency,0,train
inclusion rainbow diversity equity belonging psychological safety responsible ai ethics algorithm transparency governance framework net positive nature credits habitat banking restoration corporate,1,train
sustainable development finance taxonomy classification eligible activities criteria,1,val
ocean plastics pollution extended producer responsibility infrastructure sustainable packaging bio-based compostable recyclable lightweighting reuse refill living wage fair wage supply chain workers minimum benchmark methodology audit certification,1,train
impact assessment community engagement beneficiaries vulnerable marginalised upliftment wellbeing mental health life balance diversity gender pay equity wellness due diligence modern slavery child labour forced chain audit vendors,1,train
number locations plants offices national operations headquarters registered markets served states territories countries exports percentage total turnover customers,0,train
esg workshops value chain partners training sessions ngrbc nine percentage spend governance leadership oversight statement responsibility challenges board committee decision making sustainability issues plant corporate level reporting,0,train
water neutrality target zero waste landfill ghg scope reduction renewable percentage female workforce equity inclusion posh policy zero complaints investigations,0,train
ticket reservation seat berth coach class status platform arrival departure grocery list milk bread eggs butter vegetables fruits cereals cooking oil snacks subscription streaming service movies shows episodes watch list recommend,2,train
manufacturing fluid power equipment percentage nic services sold number national operations headquarters registered,0,train
meeting agenda project kickoff timeline milestones stakeholders recipe ingredients flour butter eggs extract baking mix combine bake,2,train
principle 3 employee wellbeing workers health insurance accident insurance maternity principle 4 stakeholder interests communities investors suppliers dealers employees responsive,0,train
donation camp voluntary donor health check criteria hospital language learning app grammar practice listening speaking reading,2,train
independent assessment external agency ims audit iso 14001 45001 50001 assurance section b management process ngrbc principles policy procedures value chain party transactions purchases sales loans advances investments percentage total,0,train
sustainability targets science based near term long term net committed baseline nature based solutions afforestation avoided deforestation carbon mangrove,1,train
party invitation cake decorations games goodie bags venue rsvp children car insurance renewal premium no bonus comprehensive coverage garage repair cryptocurrency bitcoin blockchain wallet key exchange trading price chart,2,train
retirement benefits pf gratuity esi national pension scheme deducted authority accessibility differently abled disabilities act premises offices performance career development reviews employees workers total covered percentage financial year,0,train
gross wages females total wages financial year comparison previous year posh complaints harassment child labour filed,0,train
birthday party invitation decorations games goodie bags venue rsvp children insurance renewal no claim bonus comprehensive coverage garage repair,2,train
just transition social equity carbon economy workers communities fossil phase down climate smart agriculture regenerative farming soil carbon sequestration food water,1,train
restaurant menu appetizers course dessert beverage price chef special promotion vehicle service oil change tyre rotation brake inspection filter mileage walkthrough level cheat code achievement unlock boss fight strategy guide tips,2,train
awareness board directors kmp employees workers percentage fines penalties punishment compounding fees settlement amount proceedings regulatory,0,train
swimming pool membership adult child timing lane width depth temperature chlorine,2,val
rideshare app driver rating surge pricing route map estimated arrival pickup social network profile bio follower following post story reel comment share,2,val
design colour scheme furniture layout accent lighting fixture minimalist online course certification module quiz assignment completion deadline platform password reset enter new confirm notification,2,train
social impact assessments sia projects rehabilitation resettlement pafs covered amounts,0,val
paris aligned investment strategy 1.5 degree ipcc scenario portfolio alignment esg data provider ratings methodology controversy screening norms-based screening,1,val
ngrbc nine principles essential indicators transparency accountability principle 1 businesses conduct govern integrity ethical transparent accountable anti-bribery policy,0,train
principle 7 public regulatory policy transparent responsible industry associations advocacy 8 growth equitable development social impact assessment communities principle 9 consumer value responsible data privacy cyber security product recalls complaints,0,train
digital sustainability ai machine learning efficiency resource predictive responsible investment esg engagement proxy voting exclusion screening portfolio materiality matrix significant topics stakeholders business impact social pillar,1,train
political speech campaign growth jobs infrastructure healthcare education research methodology results discussion references peer reviewed journal,2,train
waste management plastic e-waste bio-medical battery hazardous non-hazardous mt generated waste recovered recycled reused co-processing disposal incineration landfilling operations,0,val
water tanker booking capacity litres delivery area charges emergency residential,2,val
water risk physical regulatory reputational stress scarcity flood contamination transition 2040 2050 accountability governance annual carbon price internal shadow price decarbonisation capex investment decisions climate action,1,train
quality management system iso 9001 customer satisfaction continual improvement process audit carbon footprint product service boundary scope methodology factor,1,train
laboratory test blood sugar cholesterol creatinine report range university admission entrance score cutoff merit seat allotment fees event management conference seminar workshop registration delegate speaker sponsor,2,train
living wage fair wage supply chain workers minimum methodology inclusion rainbow diversity belonging psychological safety culture workplace,1,train
job posting software engineer skills python javascript react experience preferred product manual installation guide troubleshooting faq technical specifications media post trending hashtag likes comments followers engagement viral content share,2,train
paris aligned investment strategy 1.5 degree ipcc scenario portfolio alignment esg data provider ratings methodology controversy screening norms-based screening,1,val
catering menu items quantity serving vegetarian non-vegetarian buffet flower delivery bouquet arrangement occasion message card same express,2,train
emissions risk ghg monitoring government control norms reduction furnace occupational health safety 45001 safety controls employee sensitisation training,0,train
turnover rate permanent employees workers financial male female total percentage holding subsidiary associate companies ventures shares held business details applicable turnover net worth section 135 companies act spend,0,train
music playlist favourite songs artist genre pop rock classical shuffle fitness workout plan exercise sets repetitions interval calories heart rate home remodel bathroom upgrade flooring painting contractor quote,2,train
environmental iso 14001 audit nonconformities corrective action improvement management system iso 50001 energy review baseline performance indicators targets,1,train
dear customer order shipped tracking estimated delivery business days software update bug fixes improvements user interface enhancements changelog,2,train
energy consumption efficiency intensity renewable deployment zero emissions risk monitoring government control export norms reduction replacement,0,train
economy principles reduce reuse recycle waste diversion landfill extended producer renewable solar wind purchase carbon offsets clean energy transition social impact assessment community csr beneficiaries vulnerable marginalised upliftment,1,train
net zero aligned financial institution paris pledge portfolio decarbonisation target year biodiversity positive strategy ipbes species area relationship habitat connectivity,1,val
governance leadership oversight director business responsibility challenges board committee decision making sustainability issues plant corporate level review ngrbcs committee board frequency annually half quarterly monthly basis,0,train
input material sourced msmes small producers directly within india percentage value job creation small towns wages rural semi-urban urban metropolitan rbi classification,0,val
biodiversity positive strategy ipbes species area relationship habitat connectivity,1,val
assessments plants offices child labour forced labour wages discrimination energy consumption renewable electricity fuel intensity gj turnover ppp water groundwater surface party consumption kilolitres turnover,0,train
tax return filing deductions exemptions refund assessment form income salary school curriculum syllabus examination grade promotion admission fees timetable concert ticket venue date time act merchandise backstage pass,2,train
energy consumption intensity renewable deployment net zero risk ghg monitoring government control export norms reduction furnace replacement,0,train
responsible investment esg engagement proxy voting exclusion screening portfolio materiality significant topics business impact environmental social pillar,1,train
executive remuneration pay ratio ceo median employee sustainability performance linked anti-corruption compliance whistleblower ethics hotline up culture code business conduct,1,train
water stewardship watershed conservation zero liquid discharge recycled water effluent treatment biodiversity conservation ecosystem services natural capital accounting wetlands forests habitats,1,train
real estate listing bathroom square feet amenities neighbourhood asking price academic transcript grades course credits semester gpa dean list graduation certificate restaurant menu appetizers main course dessert beverage price chef special promotion,2,train
grievance redressal mechanism communities investors shareholders employees suppliers dealers material issues esg risk financial implications positive negative rationale mitigation,0,train
cable television dth channel package recharge subscription monthly payment plan,2,val
sustainable packaging bio-based recyclable design lightweighting reuse refill living wage fair supply chain workers minimum benchmark methodology audit certification lgbtq inclusion diversity equity belonging psychological safety culture workplace,1,train
locations offices national headquarters registered markets served states union territories countries exports percentage turnover customers,0,train
sustainable finance green bonds esg-linked loans sustainability second opinion biodiversity risks nature positive strategy ecosystem restoration,1,train
environmental justice communities frontline fence-line pollution disproportionate impact responsible minerals sourcing oecd due diligence conflict affected high risk areas,1,val
material issues esg risk opportunity financial implications positive rationale mitigation committee corporate level cmd board directors esg initiatives compliance monitoring tool statutory requirements non-compliance rectification notification,0,train
plan 2030 2040 2050 interim targets accountability governance annual carbon price internal shadow price decarbonisation capex investment decisions climate scope 3 categories downstream purchased goods services business travel waste,1,train
grocery list milk bread eggs vegetables fruits cereals cooking oil snacks subscription streaming service movies shows episodes seasons watch list recommend bank statement balance debit credit atm withdrawal deposit,2,train
transition credibility alignment paris agreement sector decarbonisation pathway nature valuation ecosystem services accounting wealth inclusive green economy climate finance adaptation mitigation developing countries loss damage fund cop agreement,1,train
stakeholder groups entity frequency engagement channels communication scope minimum wages paid employees workers equal more minimum wage permanent other than remuneration salary wages median board workers male female,0,train
principle 5 human rights due diligence labour labour posh sexual harassment prevention 6 environment energy consumption ghg scope scope emissions intensity renewable,0,train
lgbtq inclusion rainbow diversity equity belonging psychological safety culture workplace responsible ai ethics bias transparency explainability governance framework net positive nature biodiversity credits habitat banking restoration corporate,1,train
energy intensity gj renewable fraction grid electricity purchased certificates water intensity kilolitres unit product surface third consumption withdrawal,1,train
land use change deforestation restoration biodiversity net gain offset compensation social license to operate community acceptance impact assessment engagement benefit sharing,1,val
sports championship score winning team player statistics league standings tournament forecast sunny partly cloudy temperature humidity wind speed precipitation outlook job posting software engineer python javascript react experience preferred,2,train
green building leed igbc platinum certification energy efficiency water responsible sourcing raw minerals sustainable forestry trade rainforest task climate financial disclosures tcfd physical transition risks opportunities scenario,1,train
board climate training literacy scenario analysis oversight strategy integration integrated reporting capitals providers investors connectivity,1,train
principle 9 value responsible data privacy cyber security product recalls complaints turnover net worth csr section companies 2013 standalone financial statements,0,train
real estate listing bedroom bathroom square feet amenities neighbourhood asking price academic course credits semester gpa dean list graduation certificate,2,train
finance green bonds esg-linked loans sustainability bonds framework second opinion taskforce biodiversity risks positive strategy ecosystem restoration,1,train
intensity kilolitres unit product groundwater party consumption withdrawal emissions intensity metric tonnes co2 equivalent per revenue unit product scope plastic packaging reduction virgin recycled content post-consumer pcr epr compliance filing,1,train
job posting software engineer required skills python javascript react experience preferred product manual guide troubleshooting specifications social media comments engagement viral content share,2,train
supply chain transparency traceability blockchain technology verification audit corporate strategic philanthropy shared value creation communities csr,1,train
just energy transition partnership coal phase developing countries finance support,1,val
environmental justice communities frontline fence-line pollution disproportionate impact responsible minerals sourcing oecd due diligence conflict affected high risk areas,1,val
energy consumption renewable non-renewable fuel intensity gj ppp water withdrawal surface third party consumption intensity kilolitres turnover,0,train
responsibility and sustainability report brsr sebi mandatory disclosure listed entity sebi notification brsr core parameters reasonable standalone reporting boundary section a general disclosures corporate identity number cin paid-up capital bse nse stock exchange,0,train
markets served states union territories countries percentage total customers employee workers permanent other than permanent male female differently abled categories turnover rate permanent employees workers financial year male female percentage,0,train
newspaper article headline journalist reporter editor publication date byline column laboratory blood sugar cholesterol haemoglobin creatinine report range,2,train
admission entrance exam score cutoff merit counselling seat allotment fees management conference seminar workshop registration delegate speaker visa application documents embassy appointment fee approval,2,train
section a corporate identity number cin paid-up capital bse nse stock exchange ngrbc nine principles essential indicators leadership accountability principle 1 businesses conduct govern integrity transparent anti-bribery policy,0,train
biodiversity ecologically sensitive national parks wildlife sanctuaries biosphere reserves environmental compliance water act air act environment protection applicable laws india,0,val
swimming pool membership adult child timing lane width depth temperature chlorine nursery plant seeds sapling fertiliser pot soil mix drainage sunlight watering,2,val
mobile app update features bug improved battery optimised download store hotel booking checkout breakfast pool spa cancellation policy train ticket reservation berth class status platform arrival departure,2,train
recipe ingredients flour sugar butter eggs vanilla extract powder mix combine bake movie review excellent cinematography outstanding performances blockbuster,2,train
cryptocurrency bitcoin blockchain private key exchange trading price chart loan application credit score verification interest mobile app update new features bug fixes improved optimised download store,2,train
anti-corruption compliance whistleblower ethics hotline speak up culture code business conduct sustainability annual integrated combined assurance external verification independent auditor,1,train
e-commerce return policy refund exchange size chart product review photo upload,2,val
occupational health safety ohs 45001 employee sensitisation training human rights labour conditions due training employees,0,train
supply chain management due diligence supplier of conduct esg assessment business water neutrality target zero waste landfill ghg scope reduction energy percentage,0,train
plumber electrician handyman charges emergency bakery order flavour fondant custom design delivery advance booking,2,train
plumber electrician carpenter handyman service charges hourly contact bakery cake flavour fondant custom design delivery advance booking,2,train
blood donation voluntary donor health check eligibility criteria hospital language learning app vocabulary grammar practice listening speaking reading,2,train
stakeholder materiality assessment double materiality financial building leed igbc platinum certification energy efficiency water conservation sustainable responsible sourcing raw materials conflict sustainable forestry fair trade rainforest,1,train
sasb industry specific sustainability accounting standards board metrics framework,1,val
rights due diligence modern slavery child forced labour supply chain audit vendors engagement materiality assessment double materiality financial impact outside-in,1,train
filing sebi annual report c performance national international codes certifications bee ce fm ul star rating products,0,train
social responsibility strategic philanthropy shared value creation csr environmental management system iso audit nonconformities corrective action energy iso 50001 energy review baseline performance indicators targets,1,train
committee making sustainability plant corporate level reporting ngrbcs committee board frequency annually half quarterly monthly basis anti-corruption bribery zero tolerance accountable disciplinary action fraud,0,train
land use change deforestation restoration biodiversity net gain offset compensation social license to operate community acceptance impact assessment engagement benefit sharing,1,val
water stewardship watershed conservation zero liquid discharge recycled water effluent treatment biodiversity conservation ecosystem services natural capital accounting wetlands forests,1,train
annual report integrated sustainability statutory reports financial statements corporate overview chain management due diligence supplier code of conduct esg assessment business spend water neutrality target zero waste landfill scope reduction renewable energy percentage,0,train
renewable energy solar wind power purchase agreement carbon offsets clean energy transition impact assessment community engagement beneficiaries vulnerable marginalised upliftment,1,train
car renewal premium claim comprehensive coverage garage cryptocurrency bitcoin blockchain private exchange trading price chart,2,train
executive remuneration pay ratio ceo median employee sustainability performance linked incentives anti-corruption compliance whistleblower hotline up culture code annual integrated combined assurance external verification independent,1,train
social assessment community csr beneficiaries vulnerable marginalised upliftment employee wellbeing health work balance diversity inclusion gender pay equity wellness,1,train
ingredients butter vanilla extract powder mix bake movie cinematography compelling outstanding performances blockbuster,2,train
occupational health medical surveillance audiometry pre-employment periodic fitness wellbeing gender women leadership pipeline succession planning mentoring sponsorship programme,1,train
tnfd nature taskforce biodiversity risks nature positive strategy ecosystem restoration just transition equity economy communities fossil fuel phase down climate smart regenerative farming carbon sequestration food water nexus,1,train
principle 3 employee wellbeing permanent workers health insurance accident insurance maternity 4 stakeholder interests communities investors suppliers dealers employees responsive,0,train
nature capital valuation ecosystem services accounting wealth inclusive green economy climate finance adaptation mitigation developing countries loss damage fund cop agreement global initiative standards sustainability report environmental social governance,1,train
principle 5 human rights due diligence child labour forced labour posh sexual harassment prevention principle 6 environment consumption ghg scope 1 scope 2 emissions intensity renewable principle 7 policy transparent responsible trade industry associations advocacy,0,train
label sender recipient weight handle customs birthday party invitation decorations games goodie bags venue rsvp children car insurance renewal premium no claim bonus comprehensive coverage garage repair,2,train
circular economy principles reduce reuse waste diversion landfill extended producer energy solar wind power agreement carbon offsets clean energy transition impact assessment community engagement csr beneficiaries vulnerable marginalised upliftment,1,train
electricity bill consumed tariff rate fixed charges surcharge date payment newspaper article headline journalist editor publication date byline column laboratory test blood sugar cholesterol haemoglobin creatinine report normal range,2,train
vehicle service schedule oil change rotation brake inspection mileage game walkthrough level cheat code achievement unlock boss fight strategy guide tips,2,train
sustainable sourcing procedures inputs sourced sustainably percentage value chain audit life cycle assessment lca manufacturing boundary cradle gate independent agency,0,train
net positive nature biodiversity credits habitat banking ecosystem restoration corporate supply chain traceability technology provenance verification social responsibility strategic philanthropy shared value creation communities csr,1,train
emissions nox sox particulate matter volatile organic compounds mt per greenhouse gas scope 1 scope 2 metric tonnes equivalent intensity physical output,0,train
charity donation ngo volunteer community service fundraising beneficiary impact dictionary word definition pronunciation etymology synonym antonym usage sentence,2,train
environmental management system iso 14001 audit nonconformities corrective action improvement energy management system iso 50001 energy review baseline performance indicators targets quality management system iso 9001 customer satisfaction continual improvement audit,1,train
principle goods services extended producer responsibility lifecycle principle employee wellbeing permanent workers health accident insurance maternity 4 stakeholder interests communities investors suppliers dealers employees responsive,0,train
travel itinerary flight hotel reservation sightseeing tourist attractions local cuisine sports championship final score winning player statistics league standings weather forecast sunny partly temperature humidity speed precipitation outlook,2,train
task force climate financial disclosures physical transition risks opportunities scenario science based targets sbti 1.5 degree pathway absolute emissions reduction committed,1,train
csr details applicable turnover net worth section 135 companies act csr committee spend disclosures compliance grievances pending resolution remarks financial year overview responsible business conduct environmental social risk opportunity table,0,train
input material sourced msmes small producers directly within india percentage value,0,val
transition plan 2040 2050 milestones interim targets accountability governance annual carbon price internal shadow price decarbonisation capex investment climate action scope 3 upstream downstream purchased goods services capital business waste,1,train
sustainability reporting directive european standards esrs disclosure transition finance credibility alignment paris agreement sector decarbonisation pathway,1,train
accounts payable trading houses dealers concentration sales percentage compounding order companies registrar ngrbc principle,0,train
employee training learning development upskilling reskilling building safety ltifr lost time injury frequency recordable incidents miss consequence board diversity independence gender age nationality skills matrix experience expertise,1,train
digital wallet top-up balance transfer payment qr code merchant cashback offer,2,val
flight booking seat selection baggage allowance meal preference gym membership pricing personal trainer class schedule locker room parking sauna gardening tips seasonal planting watering pruning fertiliser pest soil,2,train
sustainability design recyclability end of life take back scheme packaging reduction climate resilience adaptation mitigation physical risk chronic transition community development healthcare rural infrastructure investment,1,train
ghg reduction projects furnace replacement renewable ppa open access solar wind power,0,val
supplier sustainability code conduct assessment action plan improvement programme product sustainability eco design recyclability end of life take back scheme packaging reduction,1,train
restaurant menu appetizers main dessert price chef vehicle service schedule oil tyre rotation brake filter mileage,2,train
sustainability reporting directive csrd european standards esrs disclosure finance credibility alignment paris agreement sector pathway nature capital valuation accounting wealth inclusive green economy,1,train
employee workers permanent other than permanent male female abled categories turnover rate permanent employees workers financial year male female total percentage,0,train
carbon price shadow decarbonisation capex investment climate action scope 3 categories upstream downstream purchased capital business travel waste,1,train
key management personnel board directors remuneration median wages male female workers brsr mandatory filing sebi regulation 34 annual report section c performance disclosures national international codes bis bee ce fm ul products,0,train
social network profile bio follower following post story reel comment share streaming platform recommendation algorithm watch history genre preference rating,2,val
chess tournament rating grandmaster opening endgame strategy clock time control,2,val
board independence committee composition nomination remuneration audit oversight ghg reduction projects furnace replacement renewable ppa open access solar wind power,0,val
compounding fee adjudication companies act registrar fine ngrbc principle annual sustainability statutory reports financial statements overview supply chain management due diligence supplier code of conduct esg business spend,0,train
fashion season collection outfit styling accessories colour palette runway cooking step technique garnish plating serving suggestion,2,train
party purchases sales loans advances percentage total payable trading houses dealers distributors sales percentage,0,train
laundry service pickup delivery dry cleaning ironing stain removal charges kg,2,val
interior design colour scheme furniture layout accent wall lighting fixture minimalist online certification module quiz assignment completion platform password reset click enter new password confirm verification email notification,2,train
responsible investment esg integration engagement proxy voting screening portfolio materiality significant topics stakeholders business impact environmental social pillar,1,train
renewable energy solar wind power purchase carbon offsets clean energy transition impact assessment community engagement csr beneficiaries vulnerable marginalised upliftment,1,train
stakeholder consultation material topics process identification significance ranking gri universal standards sector program specific performance indicators boundary,1,val
amusement park ride ticket combo family package height restriction safety rules furniture catalogue sofa bed wardrobe table chair dimensions material finish,2,val
product sustainability eco design recyclability end of life take back scheme packaging reduction climate resilience adaptation mitigation risk chronic acute transition regulatory market,1,train
bakery order flavour fondant custom design delivery advance booking library membership book issue fine reservation reading room lot charges hourly daily monthly season pass vehicle four wheeler,2,train
university admission entrance exam score cutoff counselling seat allotment fees event management conference seminar workshop registration speaker,2,train
based targets sbti 1.5 pathway absolute emissions reduction verified rating a-list water security climate change forests disclosure integrated thinking creation six capitals manufactured intellectual human social,1,train
accessibility differently abled rights persons disabilities act premises offices performance career development reviews workers total covered percentage financial year,0,train
research results discussion references peer reviewed online shopping checkout gateway credit billing address confirmation news article breaking event witnesses emergency services response investigation,2,train
modern slavery act transparency reporting supply chain forced indicators red board climate competence training literacy scenario analysis oversight strategy integration integrated framework capitals providers investors materiality connectivity,1,train
number locations offices national international operations headquarters registered markets states union territories countries exports percentage total turnover customers,0,train
water neutrality target zero landfill ghg reduction renewable energy percentage female workforce diversity equity inclusion policy zero investigations,0,train
cryptocurrency wallet private key exchange trading price chart loan application credit score income collateral interest rate emi mobile app update new features bug fixes battery optimised download store,2,train
online certification quiz assignment deadline reset click link enter new password confirm verification email notification shipping label recipient weight dimensions handle care customs,2,train
circular economy metrics material circularity indicator ellen macarthur foundation emissions trading scheme carbon market offset quality additionality permanence verification,1,train
human rights due diligence modern slavery child labour labour supply chain audit vendors materiality assessment double financial impact outside-in green leed igbc platinum certification energy efficiency water conservation sustainable,1,train
turnover rate permanent employees workers financial year male female total percentage holding subsidiary associate joint ventures shares responsibility csr details applicable turnover net 135 act csr committee spend,0,train
gym membership pricing personal trainer class schedule locker room parking sauna gardening tips seasonal planting watering pruning fertiliser pest control soil,2,train
business responsibility and sustainability report brsr sebi mandatory disclosure listed entity sebi notification core parameters reasonable assurance standalone reporting boundary,0,train
fines penalties punishment compounding settlement amount proceedings regulatory r&d capital expenditure technologies social impacts investments percentage sustainable procedures sustainably percentage value chain audit,0,train
waste hazardous non-hazardous recycling incineration landfill diversion sustainability of conduct assessment corrective improvement programme product sustainability eco end of life take back scheme packaging reduction,1,train
training awareness board kmp employees workers fines penalties settlement amount proceedings regulatory capital technologies environmental social impacts total investments,0,train
occupational health medical audiometry pre-employment periodic fitness gender diversity women leadership succession planning mentoring sponsorship programme,1,train
tips seasonal planting watering pruning fertiliser pest control soil pet care veterinary appointment vaccination flea worming grooming diet nutrition wedding planning venue catering florist guest list invitation,2,train
sports championship final score winning team player league standings tournament weather forecast sunny partly humidity wind precipitation outlook job engineer required skills python javascript react preferred,2,train
gross wages total wages financial year comparison previous year posh complaints sexual discrimination labour forced wages filed pending,0,train
passport application birth photograph fee appointment travel ration card members income certificate food grain entitlement,2,train
section b management process disclosures ngrbc principles policy procedures value chain related transactions purchases sales loans advances investments percentage total,0,train
nature capital valuation ecosystem inclusive green economy climate finance adaptation mitigation developing countries loss fund agreement,1,train
chess tournament rating grandmaster opening endgame strategy clock time control gym diet plan protein carbohydrate fat calorie intake muscle building weight loss,2,val
nursery plant seeds sapling fertiliser pot soil mix drainage sunlight watering cinema hall show timing seat row multiplex ticket booking snacks beverage combo,2,val
task force climate financial tcfd physical transition risks opportunities scenario science based targets 1.5 degree pathway absolute emissions committed verified,1,train
ghg reduction projects furnace replacement renewable ppa open access solar wind power,0,val
social media post hashtag likes comments followers engagement viral content share political speech campaign promises economic growth jobs healthcare education research paper methodology results references peer reviewed,2,train
principle 7 public regulatory policy transparent responsible trade industry associations advocacy principle 8 growth equitable development csr social impact assessment communities,0,train
career development reviews employees workers total covered percentage year safety 45001 coverage hira identification risk assessment safety incidents ltifr time injury frequency rate recordable fatalities consequence,0,train
awareness programmes value chain partners training sessions dealers covered product stewardship lifecycle quality safety eco-friendly sustainable innovation value,0,train
sustainability science near long term net zero committed baseline year based solutions afforestation avoided deforestation blue carbon mangrove conflict minerals cobalt mica lithium responsible sourcing chain custody smelter,1,train
esg rating sustainalytics cdp a-list water security change forests integrated creation six manufactured human social sustainability board esg committee non-executive director expertise,1,train
ration card members income certificate address food grain entitlement property registration stamp duty circle rate sub-registrar document,2,train
news feed algorithm trending topic engagement click-through rate impressions food delivery app restaurant rating cuisine filter price range estimated time,2,val
dear customer your order has been shipped number estimated delivery business days software update version bug fixes performance improvements user interface enhancements changelog,2,train
painting exhibition gallery medium canvas acrylic watercolour sculpture donation volunteer community service fundraising beneficiary impact,2,train
environmental impact assessment lifecycle analysis cradle to gate product carbon footprint lca stewardship watershed conservation zero liquid discharge water effluent treatment,1,train
community grievances mechanisms committee site administration security hr function input material sourced msmes small producers directly within india percentage value,0,val
fitness routine workout plan exercise sets rest interval calories heart rate renovation kitchen remodel bathroom upgrade painting contractor quote,2,train
parking lot charges hourly daily monthly season pass vehicle two four wheeler catering order menu items quantity serving vegetarian non-vegetarian,2,train
safety incidents ltifr lost time injury frequency rate recordable fatalities high consequence corrective actions safety incidents significant conditions health practices,0,train
milk bread eggs butter vegetables fruits cereals cooking snacks subscription streaming service movies shows seasons watch list bank statement transaction history balance debit credit atm withdrawal deposit,2,train
tnfd nature biodiversity risks nature positive strategy ecosystem just transition equity carbon workers fossil phase down,1,train
property stamp duty rate sub-registrar document verification academic merit income blood donation camp voluntary donor health check hospital,2,train
dictionary word definition pronunciation etymology synonym antonym sentence driving renewal form documents fees test transport authority registration,2,train
corrective action ongoing address safety risks significant working conditions practices,0,val
turnover net worth csr applicable section companies act standalone financial statements assurance provider reasonable sebi listed entity brsr core indicators,0,train
language learning app vocabulary grammar listening speaking reading plumber electrician carpenter handyman service hourly emergency contact bakery cake order fondant design delivery advance booking,2,train
green building leed igbc certification energy efficiency water responsible sourcing raw materials conflict minerals sustainable forestry fair trade rainforest,1,train
car rental self-drive chauffeur duration pickup drop fuel unlimited kilometres water tanker booking capacity litres delivery area charges emergency residential,2,val
online cart checkout credit card billing address confirmation news article breaking event witnesses emergency services music playlist favourite songs artist album pop rock jazz classical shuffle,2,train
life cycle assessment lca products manufacturing boundary cradle gate independent agency recycled reused input total material value operations manufacturing plants,0,train
section b management process disclosures ngrbc principles policy procedures value related party purchases loans advances investments percentage total,0,train
esg msci sustainalytics cdp a-list water change forests disclosure integrated thinking value creation six capitals financial manufactured intellectual human social sustainability board oversight esg committee non-executive director expertise,1,train
greenco certification manufacturing plants label submersible pumps castings products key management personnel board directors remuneration wages male female workers,0,train
